Employee_ID,Full_Name,Gender,Age,Marital_Status,Number_of_Dependents,State_of_Origin,Education_Level,Department,Job_Title,Job_Level,Employment_Type,Work_Location,Hire_Date,Years_of_Service,Monthly_Salary_NGN,Performance_Rating,Job_Satisfaction_Score,Employee_Engagement_Score,Training_Hours_Per_Year,Overtime_Flag,Absences_Per_Year,Years_Since_Last_Promotion,Attrition
EMP74337,Yemi Musa,Male,45,Married,4,Anambra,B.Sc/B.A,Marketing,Content Strategist,Mid,Full-Time,Hybrid,2015-01-05,10," 452,084 ",Below Expectations,4,3,33,Yes,4,3,Yes
EMP66671,Femi Okafor,Male,36,Married,3,Lagos,M.Sc/MBA,Marketing,Digital Marketing Analyst,Mid,Full-Time,On-site,2012-10-25,12.2," 1,313,723 ",Meets Expectations,4,5,9,No,1,0,No
EMP50646,Ngozi Usman,Female,36,Single,4,Oyo,HND,Marketing,Brand Manager,Manager,Full-Time,Hybrid,2019-01-04,6," 623,201 ",Unsatisfactory,5,5,22,No,0,0,No
EMP99780,Nnamdi Hassan,Female,32,Widowed,0,Lagos,HND,Human Resources,HR Business Partner,Mid,Full-Time,On-site,2020-11-07,4.1," 549,536 ",Meets Expectations,3,5,21,Yes,1,4,No
EMP89104,Ife Lawal,Male,33,Single,1,Oyo,M.Sc/MBA,Human Resources,Learning & Development Officer,Mid,Full-Time,On-site,2013-06-15,11.5," 675,578 ",Below Expectations,4,4,36,No,2,2,No
EMP27209,Fatima Nwosu,Female,30,Married,3,Anambra,M.Sc/MBA,Technology,DevOps Engineer,Mid,Intern,On-site,2017-08-28,7.3," 270,838 ",Unsatisfactory,5,3,15,No,0,0,No
EMP57061,Adaeze Garba,Female,35,Single,1,Abuja,B.Sc/B.A,Operations,Supply Chain Analyst,Mid,Full-Time,On-site,2018-09-03,6.3," 489,283 ",Below Expectations,3,2,29,Yes,0,4,No
EMP97232,Emeka Nwosu,Female,35,Single,3,Oyo,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Hybrid,2021-11-17,3.1," 509,651 ",Below Expectations,4,4,13,No,2,6,No
EMP22598,Femi Okonkwo,Female,48,Married,2,Kano,HND,Sales,Business Development Officer,Mid,Full-Time,Hybrid,2011-06-02,13.6," 552,130 ",Meets Expectations,3,3,36,No,3,3,No
EMP58164,Uche Babatunde,Female,36,Single,1,Kano,B.Sc/B.A,Operations,Operations Officer,Mid,Full-Time,On-site,2019-10-17,5.2," 271,216 ",Exceeds Expectations,4,4,19,No,13,6,No
EMP77195,Chidi Okonkwo,Male,32,Single,3,Lagos,M.Sc/MBA,Marketing,Marketing Executive,Executive,Full-Time,On-site,2014-09-19,10.3," 2,288,153 ",Below Expectations,5,3,6,No,4,1,Yes
EMP36198,Chioma Eze,Female,31,Divorced,1,Ogun,B.Sc/B.A,Sales,Sales Executive,Executive,Full-Time,Remote,2010-07-08,14.5," 6,546,953 ",Unsatisfactory,4,1,14,No,6,1,Yes
EMP74176,Amaka Eze,Female,35,Single,2,Lagos,B.Sc/B.A,Legal & Compliance,Legal Officer,Mid,Full-Time,On-site,2020-08-09,4.4," 665,075 ",Below Expectations,5,4,17,No,2,6,No
EMP68386,Ife Oduya,Male,39,Single,3,Lagos,HND,Operations,Procurement Officer,Mid,Full-Time,On-site,2021-10-18,3.2," 469,096 ",Meets Expectations,3,4,20,No,13,3,No
EMP60868,Ife Yakubu,Female,38,Widowed,2,Oyo,HND,Sales,Regional Sales Manager,Manager,Contract,On-site,2019-01-29,5.9," 513,293 ",Unsatisfactory,3,3,20,No,0,0,Yes
EMP72448,Chukwu Usman,Female,42,Single,1,Abuja,M.Sc/MBA,Marketing,Brand Manager,Manager,Intern,On-site,2022-05-26,2.6," 2,281,132 ",Meets Expectations,4,5,17,Yes,2,0,No
EMP45191,Biodun Okonkwo,Female,25,Married,1,Abuja,PGD,Technology,Systems Administrator,Mid,Full-Time,On-site,2020-03-29,4.8," 180,794 ",Below Expectations,4,4,21,No,19,5,No
EMP83802,Adaeze Hassan,Female,39,Married,3,Lagos,HND,Executive,General Manager,Manager,Contract,On-site,2022-12-12,2.1," 544,059 ",Meets Expectations,1,2,4,Yes,0,10,No
EMP88688,Tunde Salami,Female,35,Married,2,Abuja,PGD,Sales,Business Development Officer,Mid,Part-Time,On-site,2022-10-28,2.2," 504,013 ",Below Expectations,3,4,0,No,0,0,No
EMP65453,Adaeze Okafor,Female,30,Married,0,Lagos,Ph.D,Customer Service,Customer Success Manager,Manager,Full-Time,On-site,2015-03-31,9.8," 634,945 ",Meets Expectations,4,4,9,Yes,10,3,No
EMP21826,Hauwa Usman,Male,26,Single,1,Lagos,HND,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2021-11-24,3.1," 1,961,621 ",Unsatisfactory,4,4,33,No,0,0,Yes
EMP65383,Musa Okafor,Female,43,Married,1,Oyo,B.Sc/B.A,Finance,Financial Analyst,Mid,Intern,Hybrid,2019-12-09,5.1," 4,821,613 ",Meets Expectations,3,3,41,No,1,0,Yes
EMP58266,Ifeoma Nwosu,Male,38,Divorced,0,Lagos,Ph.D,Customer Service,Call Centre Agent,Junior,Contract,On-site,2010-07-17,14.5," 697,792 ",Meets Expectations,4,4,29,Yes,0,3,No
EMP34427,Zainab Okonkwo,Male,29,Single,1,Abuja,HND,Technology,Systems Administrator,Mid,Full-Time,Hybrid,2013-12-02,11.1," 449,500 ",Exceeds Expectations,4,5,6,Yes,9,1,No
EMP66900,Femi Lawal,Female,34,Single,0,Oyo,B.Sc/B.A,Technology,Data Analyst,Mid,Full-Time,On-site,2018-01-02,7," 672,301 ",Exceeds Expectations,3,3,30,No,2,4,No
EMP92666,Nnamdi Nwachukwu,Female,45,Married,3,Abuja,HND,Technology,Software Engineer,Mid,Intern,On-site,2010-01-04,15," 1,552,874 ",Exceptional,4,4,27,Yes,3,0,No
EMP65839,Nneka Obi,Female,29,Divorced,2,Rivers,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Intern,On-site,2021-09-04,3.3," 636,899 ",Meets Expectations,2,3,13,No,6,4,No
EMP22183,Seun Okafor,Male,35,Married,0,Lagos,B.Sc/B.A,Technology,DevOps Engineer,Mid,Part-Time,On-site,2011-07-16,13.5," 1,957,081 ",Meets Expectations,2,2,9,No,3,2,No
EMP15301,Sade Chukwuemeka,Female,36,Single,1,Lagos,M.Sc/MBA,Technology,Data Analyst,Mid,Full-Time,On-site,2015-05-11,9.6," 654,658 ",Exceeds Expectations,3,4,21,No,0,3,No
EMP77285,Aisha Eze,Female,34,Single,0,Delta,HND,Operations,Logistics Coordinator,Junior,Full-Time,Hybrid,2021-11-20,3.1," 516,799 ",Meets Expectations,4,3,25,No,4,4,No
EMP54794,Kemi Oduya,Female,36,Divorced,0,Lagos,HND,Engineering,Civil Engineer,Mid,Contract,On-site,2015-05-31,9.6," 1,528,934 ",Meets Expectations,2,1,27,No,2,0,No
EMP70756,Chukwu Nwachukwu,Female,33,Married,3,Lagos,B.Sc/B.A,Technology,Data Analyst,Mid,Full-Time,On-site,2014-07-02,10.5," 417,391 ",Meets Expectations,4,5,4,No,6,1,No
EMP98663,Lawal Garba,Male,38,Single,0,Anambra,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Contract,Hybrid,2017-04-03,7.7," 482,136 ",Exceeds Expectations,3,3,32,No,0,1,No
EMP39391,Hauwa Adeleke,Male,34,Single,0,Ogun,HND,Marketing,Digital Marketing Analyst,Mid,Full-Time,Remote,2011-02-25,13.8," 313,267 ",Exceptional,3,5,21,Yes,2,10,No
EMP94884,Chukwu Salami,Male,38,Married,1,Abuja,B.Sc/B.A,Finance,Auditor,Mid,Part-Time,Remote,2016-11-27,8.1," 567,844 ",Meets Expectations,3,2,33,Yes,4,1,No
EMP99947,Ife Olawale,Male,26,Married,1,Kano,HND,Sales,Account Manager,Manager,Contract,Hybrid,2011-10-21,13.2," 564,575 ",Below Expectations,3,4,48,No,17,0,No
EMP30326,Tope Eze,Male,32,Married,3,Kaduna,HND,Sales,Business Development Officer,Mid,Full-Time,On-site,2022-04-17,2.7," 482,908 ",Meets Expectations,1,3,6,Yes,0,4,Yes
EMP74923,Amaka Hassan,Female,22,Single,2,Lagos,M.Sc/MBA,Marketing,Content Strategist,Mid,Part-Time,On-site,2018-12-02,6.1," 471,957 ",Unsatisfactory,3,2,4,No,5,10,No
EMP79112,Aisha Usman,Female,30,Single,2,Rivers,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Full-Time,On-site,2013-04-20,11.7," 631,935 ",Meets Expectations,5,1,11,No,8,1,No
EMP92518,Ife Salami,Female,26,Married,1,Lagos,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,Hybrid,2013-08-24,11.4," 379,020 ",Exceeds Expectations,5,3,25,Yes,0,4,No
EMP94834,Chioma Olawale,Female,34,Married,1,Lagos,B.Sc/B.A,Legal & Compliance,Compliance Analyst,Mid,Intern,On-site,2017-04-26,7.7," 632,099 ",Below Expectations,3,4,20,No,0,0,Yes
EMP78771,Obinna Sule,Female,28,Single,4,Kano,B.Sc/B.A,Technology,Data Analyst,Mid,Contract,Hybrid,2022-04-12,2.7," 493,241 ",Exceeds Expectations,2,5,25,No,4,8,No
EMP21007,Funmi Yakubu,Male,35,Married,2,Lagos,B.Sc/B.A,Marketing,Marketing Executive,Executive,Full-Time,On-site,2015-04-07,9.7," 7,387,304 ",Exceeds Expectations,3,3,34,No,1,2,No
EMP48104,Nnamdi Nwachukwu,Male,22,Married,3,Oyo,M.Sc/MBA,Engineering,Electrical Engineer,Mid,Full-Time,Hybrid,2021-06-27,3.5," 5,493,706 ",Exceeds Expectations,3,3,11,Yes,1,1,No
EMP71371,Yemi Oduya,Male,40,Single,1,Lagos,B.Sc/B.A,Sales,Regional Sales Manager,Manager,Full-Time,On-site,2014-03-16,10.8," 236,553 ",Unsatisfactory,4,4,20,No,1,5,No
EMP67326,Zainab Lawal,Male,32,Married,0,Lagos,HND,Legal & Compliance,Company Secretary,Mid,Part-Time,On-site,2015-10-05,9.2," 632,269 ",Meets Expectations,4,4,34,Yes,18,2,No
EMP20379,Uche Bello,Male,31,Divorced,4,Lagos,B.Sc/B.A,Finance,Accountant,Mid,Contract,On-site,2021-03-29,3.8," 559,188 ",Meets Expectations,4,3,16,Yes,1,3,No
EMP72602,Adaeze Babatunde,Female,44,Single,0,Rivers,M.Sc/MBA,Sales,Account Manager,Manager,Part-Time,On-site,2014-08-17,10.4," 2,365,107 ",Unsatisfactory,4,2,20,No,2,0,Yes
EMP29479,Lawal Usman,Male,28,Married,3,Lagos,HND,Technology,Systems Administrator,Mid,Part-Time,On-site,2014-04-20,10.7," 1,790,417 ",Meets Expectations,5,5,10,Yes,12,1,No
EMP26750,Bola Sule,Male,35,Married,1,Lagos,B.Sc/B.A,Customer Service,Call Centre Agent,Junior,Full-Time,Remote,2014-03-17,10.8," 463,515 ",Unsatisfactory,3,4,0,No,4,3,No
EMP49376,Uche Obi,Male,31,Single,2,Abuja,HND,Technology,Software Engineer,Mid,Part-Time,Hybrid,2018-12-12,6.1," 415,536 ",Unsatisfactory,2,4,0,No,4,1,Yes
EMP66064,Fatima Salami,Male,28,Single,3,Kaduna,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Intern,On-site,2017-02-02,7.9," 429,730 ",Meets Expectations,4,3,32,Yes,2,0,No
EMP48730,Chukwu Oduya,Male,32,Married,3,Lagos,HND,Finance,Budget Officer,Mid,Full-Time,On-site,2014-05-09,10.6," 492,440 ",Below Expectations,3,4,18,No,4,1,No
EMP84520,Yemi Nwosu,Female,55,Married,0,Abuja,Ph.D,Operations,Procurement Officer,Mid,Full-Time,On-site,2011-12-26,13," 602,687 ",Exceeds Expectations,3,4,24,No,0,1,Yes
EMP16256,Adaeze Eze,Male,35,Married,2,Lagos,HND,Operations,Logistics Coordinator,Junior,Full-Time,On-site,2015-03-24,9.8," 377,653 ",Meets Expectations,3,4,6,Yes,3,0,No
EMP82220,Ibrahim Adeyemi,Female,22,Single,3,Lagos,PGD,Customer Service,Customer Success Manager,Manager,Contract,Remote,2021-06-13,3.6," 667,166 ",Exceeds Expectations,3,4,1,No,5,1,No
EMP20032,Amaka Garba,Male,42,Divorced,2,Abuja,B.Sc/B.A,Technology,Data Analyst,Mid,Full-Time,On-site,2010-03-26,14.8," 360,715 ",Below Expectations,5,4,40,No,9,0,Yes
EMP15911,Lawal Chukwuemeka,Male,35,Single,3,Ogun,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2012-11-19,12.1," 614,788 ",Below Expectations,5,4,20,No,17,0,No
EMP77295,Biodun Oduya,Male,36,Single,2,Kano,M.Sc/MBA,Marketing,Marketing Coordinator,Junior,Full-Time,On-site,2015-02-14,9.9," 287,079 ",Meets Expectations,3,1,9,No,1,6,No
EMP24108,Amara Obi,Female,34,,3,Delta,HND,Sales,Sales Coordinator,Junior,Full-Time,On-site,2012-10-02,12.2," 498,533 ",Below Expectations,,1,,Yes,1,0,No
EMP76933,Tope Bello,Male,34,Married,2,Lagos,B.Sc/B.A,Finance,Auditor,Mid,Contract,On-site,2019-05-09,5.6," 382,722 ",Meets Expectations,4,3,21,No,2,1,No
EMP65695,Amaka Sule,Female,26,Widowed,2,Kaduna,M.Sc/MBA,Technology,Data Analyst,Mid,Full-Time,Hybrid,2011-12-17,13," 695,074 ",Below Expectations,5,1,19,No,0,0,No
EMP64136,Chidi Hassan,Female,36,Single,3,Lagos,M.Sc/MBA,Legal & Compliance,Company Secretary,Mid,Full-Time,Hybrid,2017-10-23,7.2," 2,386,746 ",Meets Expectations,4,3,26,No,3,1,No
EMP22385,Kemi Okonkwo,Male,35,Single,2,Enugu,HND,Operations,Operations Officer,Mid,Full-Time,On-site,2011-12-24,13," 2,381,238 ",Exceeds Expectations,5,4,17,No,4,4,No
EMP70904,Uche Obi,Female,40,Single,0,Kano,B.Sc/B.A,Customer Service,Client Relations Officer,Mid,Full-Time,On-site,2014-04-04,10.7," 197,344 ",Exceptional,5,3,9,Yes,0,7,Yes
EMP96620,Femi Musa,Female,42,Married,3,Ogun,HND,Finance,Financial Analyst,Mid,Full-Time,Remote,2018-10-31,6.2," 667,083 ",Exceeds Expectations,5,3,12,Yes,2,0,No
EMP84512,Ibrahim Bello,Male,27,Single,2,Ogun,B.Sc/B.A,Sales,Business Development Officer,Mid,Full-Time,Remote,2019-09-18,5.3," 413,222 ",Unsatisfactory,4,4,14,No,1,1,No
EMP43212,Hauwa Nwosu,Female,42,Married,2,Kaduna,B.Sc/B.A,Engineering,Project Engineer,Mid,Contract,Hybrid,2017-05-09,7.6," 445,307 ",Exceeds Expectations,1,4,4,No,0,0,No
EMP56591,Obinna Adeleke,Female,34,Married,4,Anambra,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,On-site,2012-04-03,12.7," 690,280 ",Below Expectations,5,4,42,No,4,8,No
EMP43406,Ifeoma Hassan,Female,36,Married,1,Lagos,HND,Finance,Budget Officer,Mid,Full-Time,On-site,2016-03-11,8.8," 586,839 ",Unsatisfactory,4,5,32,No,1,1,Yes
EMP20718,Emeka Chukwuemeka,Male,38,Single,1,Lagos,B.Sc/B.A,Engineering,Civil Engineer,Mid,Full-Time,On-site,2014-12-03,10.1," 353,083 ",Meets Expectations,4,4,21,Yes,1,1,No
EMP75988,Musa Musa,Female,33,Married,1,Ogun,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,On-site,2016-02-27,8.8," 656,356 ",Exceeds Expectations,2,1,2,No,3,1,No
EMP12133,Chioma Olawale,Male,42,Married,3,Lagos,HND,Customer Service,Customer Success Manager,Manager,Full-Time,Hybrid,2014-11-12,10.1," 379,225 ",Meets Expectations,3,3,38,Yes,0,4,No
EMP24934,Lawal Adeleke,Female,24,Married,0,Rivers,HND,Technology,IT Support,Mid,Intern,On-site,2020-09-25,4.3," 567,014 ",Unsatisfactory,4,4,25,No,5,2,No
EMP96715,Seun Musa,Male,33,Married,1,Lagos,B.Sc/B.A,Engineering,Mechanical Engineer,Mid,Full-Time,On-site,2010-08-25,14.4," 303,956 ",Meets Expectations,5,3,32,No,4,0,No
EMP70671,Amara Musa,Male,26,Married,2,Rivers,B.Sc/B.A,Technology,Systems Administrator,Mid,Full-Time,On-site,2016-08-20,8.4," 558,737 ",Exceeds Expectations,2,5,16,No,7,2,No
EMP33535,Tope Oduya,Male,35,Married,2,Lagos,M.Sc/MBA,Operations,Procurement Officer,Mid,Full-Time,On-site,2019-07-10,5.5," 2,185,109 ",Meets Expectations,1,3,12,Yes,8,4,No
EMP33883,Funmi Musa,Female,38,Single,2,Kaduna,HND,Sales,Account Manager,Manager,Full-Time,On-site,2021-04-27,3.7," 2,238,621 ",Meets Expectations,2,3,35,Yes,10,1,No
EMP15933,Nneka Eze,Female,41,Single,0,Lagos,M.Sc/MBA,Sales,Sales Coordinator,Junior,Contract,Hybrid,2014-12-31,10," 262,048 ",Below Expectations,5,3,18,Yes,0,2,No
EMP20918,Kemi Musa,Female,32,Single,2,Abuja,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,On-site,2016-03-18,8.8," 458,012 ",Meets Expectations,5,4,8,No,6,2,No
EMP64559,Seun Bello,Female,31,Married,1,Lagos,M.Sc/MBA,Engineering,Electrical Engineer,Mid,Full-Time,Hybrid,2012-07-20,12.4," 644,862 ",Exceeds Expectations,3,3,28,No,0,3,No
EMP49014,Hauwa Salami,Male,35,Single,0,Kano,B.Sc/B.A,Marketing,Marketing Coordinator,Junior,Full-Time,Hybrid,2019-07-26,5.4," 562,068 ",Exceptional,3,4,35,No,5,2,No
EMP51150,Zainab Chukwuemeka,Male,41,Single,1,Lagos,HND,Operations,Supply Chain Analyst,Mid,Full-Time,On-site,2018-02-08,6.9," 242,292 ",Meets Expectations,3,3,28,Yes,0,0,No
EMP86967,Chukwu Nwosu,Male,38,Married,0,Rivers,B.Sc/B.A,Operations,Operations Manager,Manager,Full-Time,Hybrid,2021-01-23,3.9," 403,291 ",Meets Expectations,5,1,21,Yes,2,4,No
EMP69638,Amara Chukwuemeka,Female,22,Single,3,Abuja,B.Sc/B.A,Technology,DevOps Engineer,Mid,Full-Time,Hybrid,2011-12-04,13.1," 5,448,220 ",Meets Expectations,1,3,48,No,0,2,Yes
EMP97853,Chidi Oduya,Female,35,Married,2,Rivers,B.Sc/B.A,Marketing,Marketing Executive,Executive,Full-Time,On-site,2020-11-28,4.1," 468,958 ",Exceeds Expectations,3,3,20,Yes,2,3,No
EMP68976,Chukwu Salami,Male,42,Married,2,Lagos,M.Sc/MBA,Operations,Operations Officer,Mid,Full-Time,On-site,2012-12-18,12," 386,973 ",Exceptional,5,3,26,No,0,1,No
EMP91765,Emeka Sule,Male,28,Married,0,Rivers,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Full-Time,Remote,2014-06-25,10.5," 1,312,196 ",Exceeds Expectations,,4,25,Yes,2,1,No
EMP44744,Nneka Adeyemi,Male,41,Single,2,Delta,B.Sc/B.A,Technology,Data Analyst,Mid,Part-Time,On-site,2012-10-29,12.2," 160,488 ",Exceeds Expectations,3,5,32,Yes,2,3,No
EMP54740,Chioma Lawal,Female,41,Married,0,Abuja,B.Sc/B.A,Sales,Account Manager,Manager,Contract,Hybrid,2019-12-25,5," 587,313 ",Meets Expectations,2,1,25,Yes,3,0,No
EMP34536,Bola Nwachukwu,Male,32,Single,0,Enugu,M.Sc/MBA,Customer Service,Client Relations Officer,Mid,Part-Time,Remote,2023-10-01,1.3," 321,590 ",Meets Expectations,5,4,38,No,2,0,No
EMP37666,Amaka Yakubu,Female,26,Single,1,Lagos,HND,Customer Service,Call Centre Agent,Junior,Full-Time,Remote,2018-08-23,6.4," 597,184 ",Exceeds Expectations,2,4,20,Yes,1,0,Yes
EMP34260,Yemi Okonkwo,Female,36,Single,1,Ogun,B.Sc/B.A,Engineering,Electrical Engineer,Mid,Intern,Remote,2016-08-09,8.4," 391,404 ",Meets Expectations,3,2,16,Yes,1,1,No
EMP20253,Ife Okonkwo,Male,22,Married,2,Abuja,B.Sc/B.A,Finance,Auditor,Mid,Full-Time,Remote,2021-07-11,3.5," 556,042 ",Below Expectations,3,1,17,No,0,5,No
EMP89175,Seun Bello,Female,31,Single,2,Rivers,PGD,Engineering,Mechanical Engineer,Mid,Part-Time,On-site,2011-09-05,13.3," 638,329 ",Below Expectations,5,4,38,No,2,0,No
EMP43990,Sade Usman,Male,30,Divorced,4,Lagos,M.Sc/MBA,Technology,IT Support,Mid,Full-Time,On-site,2010-06-02,14.6," 313,245 ",Meets Expectations,5,5,31,No,2,2,No
EMP98266,Zainab Bello,Male,47,Married,4,Kano,M.Sc/MBA,Operations,Procurement Officer,Mid,Full-Time,Hybrid,2022-10-31,2.2," 487,663 ",Meets Expectations,4,4,20,No,0,5,No
EMP23937,Chukwu Nwosu,Female,38,Married,1,Lagos,PGD,Human Resources,Recruitment Specialist,Mid,Full-Time,Hybrid,2019-05-08,5.7," 2,346,197 ",Exceptional,4,3,30,No,2,1,Yes
EMP66859,Aisha Olawale,Male,39,Single,2,Delta,M.Sc/MBA,Sales,Regional Sales Manager,Manager,Full-Time,Remote,2022-09-02,2.3," 498,936 ",Meets Expectations,1,4,13,Yes,9,1,No
EMP80042,Dayo Garba,Male,42,Single,1,Kaduna,HND,Finance,Auditor,Mid,Full-Time,Hybrid,2021-07-14,3.5," 504,662 ",Meets Expectations,4,4,20,No,8,2,No
EMP10767,Amara Adeyemi,Male,29,Married,3,Anambra,HND,Customer Service,Client Relations Officer,Mid,Full-Time,Remote,2010-04-15,14.7," 1,334,618 ",Below Expectations,3,3,27,Yes,3,0,No
EMP61765,Ifeoma Usman,Male,26,Single,1,Anambra,B.Sc/B.A,Finance,Financial Analyst,Mid,Full-Time,On-site,2012-07-29,12.4," 601,593 ",Meets Expectations,3,3,27,Yes,0,1,No
EMP25294,Amara Okafor,Female,39,Single,1,Abuja,B.Sc/B.A,Executive,Chief Operations Officer,Mid,Full-Time,On-site,2016-05-25,8.6," 583,882 ",Meets Expectations,4,3,6,No,13,0,No
EMP11744,Kemi Yakubu,Female,31,Single,4,Lagos,B.Sc/B.A,Executive,Chief Operations Officer,Mid,Full-Time,On-site,2021-11-10,3.1," 432,974 ",Meets Expectations,2,4,35,No,1,0,Yes
EMP95958,Bola Bello,Male,44,Married,2,Rivers,PGD,Legal & Compliance,Contract Specialist,Mid,Part-Time,On-site,2012-05-20,12.6," 165,828 ",Below Expectations,3,2,22,Yes,13,3,No
EMP72538,Chukwu Yakubu,Male,33,Married,0,Anambra,M.Sc/MBA,Technology,DevOps Engineer,Mid,Contract,Remote,2013-09-20,11.3," 375,298 ",Exceeds Expectations,5,4,52,No,5,0,Yes
EMP70315,Lawal Eze,Male,29,Married,2,Abuja,B.Sc/B.A,Finance,Accountant,Mid,Full-Time,Hybrid,2019-12-20,5," 1,694,546 ",Unsatisfactory,5,3,45,No,9,2,Yes
EMP63097,Nnamdi Garba,Male,40,Married,2,Kano,HND,Sales,Regional Sales Manager,Manager,Full-Time,Hybrid,2013-08-22,11.4," 473,004 ",Meets Expectations,4,4,20,No,4,1,No
EMP96209,Obinna Babatunde,Female,29,Married,0,Lagos,HND,Legal & Compliance,Legal Officer,Mid,Full-Time,On-site,2014-10-06,10.2," 583,695 ",Meets Expectations,3,4,30,No,1,1,No
EMP88891,Chukwu Eze,Female,40,Single,2,Abuja,B.Sc/B.A,Customer Service,Customer Service Representative,Junior,Contract,On-site,2020-08-19,4.4," 4,202,675 ",Unsatisfactory,2,3,16,No,4,7,No
EMP73796,Biodun Chukwuemeka,Female,24,Single,4,Lagos,HND,Finance,Treasury Officer,Mid,Contract,On-site,2018-01-23,6.9," 559,706 ",Meets Expectations,4,3,31,No,0,0,No
EMP49689,Amaka Eze,Female,25,Married,0,Oyo,B.Sc/B.A,Engineering,Civil Engineer,Mid,Part-Time,On-site,2011-08-16,13.4," 680,377 ",Exceeds Expectations,4,3,18,No,3,1,Yes
EMP91068,Chidi Adeleke,Male,30,Married,0,Lagos,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,On-site,2010-01-13,15," 372,836 ",Meets Expectations,3,5,3,No,1,1,Yes
EMP90838,Seun Oduya,Male,45,Divorced,3,Abuja,B.Sc/B.A,Technology,Software Engineer,Mid,Contract,On-site,2010-09-13,14.3," 618,504 ",Meets Expectations,3,4,37,No,11,0,No
EMP57282,Chukwu Okonkwo,Male,30,Single,2,Abuja,HND,Technology,Systems Administrator,Mid,Full-Time,On-site,2014-08-09,10.4," 518,446 ",Meets Expectations,,4,26,Yes,2,2,Yes
EMP98317,Femi Bello,Male,32,,3,Anambra,B.Sc/B.A,Technology,Systems Administrator,Mid,Full-Time,Hybrid,2018-11-12,6.1," 498,907 ",Meets Expectations,,3,,Yes,5,0,No
EMP98488,Kemi Eze,Female,41,Married,2,Anambra,B.Sc/B.A,Customer Service,Customer Success Manager,Manager,Contract,Remote,2015-05-06,9.7," 589,165 ",Meets Expectations,4,3,14,No,6,3,No
EMP49670,Yemi Lawal,Male,33,Single,0,Lagos,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,On-site,2012-08-12,12.4," 527,995 ",Exceeds Expectations,3,5,55,Yes,3,1,No
EMP21487,Biodun Oduya,Male,28,Divorced,1,Kaduna,HND,Finance,Accountant,Mid,Full-Time,On-site,2020-06-19,4.5," 211,368 ",Below Expectations,4,5,27,No,6,1,Yes
EMP26396,Fatima Babatunde,Female,42,Widowed,4,Ogun,PGD,Sales,Sales Executive,Executive,Contract,Hybrid,2015-10-21,9.2," 250,824 ",Meets Expectations,5,5,32,Yes,9,1,No
EMP11819,Bola Hassan,Male,35,Single,3,Kaduna,HND,Finance,Accountant,Mid,Contract,Hybrid,2011-01-08,14," 583,114 ",Exceeds Expectations,4,4,35,Yes,0,0,No
EMP35009,Uche Oduya,Female,32,Single,0,Lagos,HND,Finance,Auditor,Mid,Full-Time,On-site,2015-03-25,9.8," 592,325 ",Meets Expectations,4,4,36,No,2,0,Yes
EMP24669,Dayo Nwachukwu,Male,22,Divorced,1,Abuja,B.Sc/B.A,Human Resources,Compensation Analyst,Mid,Full-Time,On-site,2023-12-31,1," 402,039 ",Meets Expectations,3,1,22,No,3,4,No
EMP12083,Obinna Nwosu,Male,26,Single,2,Kaduna,M.Sc/MBA,Legal & Compliance,Compliance Analyst,Mid,Full-Time,Hybrid,2013-06-12,11.6," 581,878 ",Meets Expectations,4,1,32,No,0,1,No
EMP34671,Dayo Okafor,Male,35,Single,3,Kaduna,B.Sc/B.A,Sales,Sales Coordinator,Junior,Full-Time,Hybrid,2010-09-19,14.3," 412,935 ",Below Expectations,3,5,4,No,5,6,No
EMP13515,Dayo Okafor,Male,27,Married,0,Kano,HND,Finance,Budget Officer,Mid,Full-Time,On-site,2011-09-15,13.3," 604,493 ",Meets Expectations,2,3,40,Yes,8,0,No
EMP37425,Funmi Lawal,Male,46,Single,2,Anambra,B.Sc/B.A,Finance,Accountant,Mid,Full-Time,Remote,2011-02-17,13.9," 383,158 ",Below Expectations,1,4,23,No,2,3,No
EMP73061,Ifeoma Obi,Male,43,Divorced,1,Ogun,B.Sc/B.A,Technology,Software Engineer,Mid,Full-Time,On-site,2014-08-29,10.3," 2,491,228 ",Meets Expectations,5,3,41,Yes,1,1,Yes
EMP95017,Chukwu Chukwuemeka,Male,38,Single,0,Rivers,M.Sc/MBA,Marketing,Marketing Coordinator,Junior,Full-Time,Remote,2020-09-28,4.3," 369,815 ",Exceeds Expectations,5,1,31,Yes,0,3,No
